Keyword_ID;Original_Keyword;Standardized_Keyword
1529;PREPROCESSING;SMOOTH-FILTERING
1530;PREPROCESSING;NOISE-REDUCTION
1531;PREPROCESSING;PRE-PROCESSING-TECHNIQUES-IN-CHARACTER-RECOGNITION
1532;PREPROCESSING;PRE-PROCESSING-T-ECHNIQUES
1533;PREPROCESSING;SLANT-DETECTION
1534;PREPROCESSING;BINARY-IMAGE-MATRIX
1535;PREPROCESSING;SKEW-ESTIMATION
1536;PREPROCESSING;SKEWING
1537;PREPROCESSING;ADAPTIVE-THRESHOLDING
1538;PREPROCESSING;DOCUMENT-BINARIZATION
1539;PREPROCESSING;ADAPTIVE-RUN-LENGTH-SMOOTHING
1540;PREPROCESSING;SKEW-PREPROCESSING
1541;PREPROCESSING;NIBLACK&apos;S-BINARIZATION
1542;PREPROCESSING;SAUVOLA&apos;S-BINARIZATION
1543;PREPROCESSING;SKEWED-IMAGE
1544;PREPROCESSING;SPLINE-CURVE-SMOOTHING
1545;PREPROCESSING;WORD-THINNING
1546;PREPROCESSING;DUAL-THRESHOLDING-CRITERION
1547;WORD RECOGNITION;UNCONSTRAINED-HANDWRITTEN-WORD-RECOGNITION
1548;WORD RECOGNITION;CURSIVE-SCRIPT
1549;WORD RECOGNITION;CURSIVE-HANDWRITING
1550;WORD RECOGNITION;HANDWRITTEN-WORDS-MODELING
1551;WORD RECOGNITION;HANDWRITTEN-WORD-RECOGNITION
1552;WORD RECOGNITION;WORD-RECOGNITION
1553;WORD RECOGNITION;OFF-LINE-CURSIVE-HANDWRITING-RECOGNITION
1554;WORD RECOGNITION;OFF-LINE-RECOGNITION
1555;WORD RECOGNITION;CURSIVE-WORDS
1556;WORD RECOGNITION;WORD-LIST-MERGING
1557;WORD RECOGNITION;WORD-SHAPE
1558;WORD RECOGNITION;CURSIVE-WORD-RECOGNITION
1559;WORD RECOGNITION;OFF-LINE-HAND-WRITTEN-WORD-RECOGNITION
1560;WORD RECOGNITION;WORDED-AMOUNTS
1561;WORD RECOGNITION;OFFLINE-CURSIVE-HANDWRITING-RECOGNITION
1562;WORD RECOGNITION;HANDWRITTEN-CHARACTER-STRING-RECOGNITION
1563;WORD RECOGNITION;WORD-SEQUENCE-RECOGNITION
1564;WORD RECOGNITION;ADAPTIVE-WORD-RECOGNITION
1565;WORD RECOGNITION;WORD-GAPS
1566;WORD RECOGNITION;CHARACTERISTIC-WORDS
1567;WORD RECOGNITION;HOLISTIC-HANDWRITTEN-WORD-RECOGNITION
1568;WORD RECOGNITION;WORD-IMAGE-GENERATION-MODEL
1569;WORD RECOGNITION;WORD-HYPOTHESIS-REJECTION
1570;WORD RECOGNITION;HWR
1571;WORD RECOGNITION;HOLISTIC-WORD-RECOGNITION
1572;WORD RECOGNITION;SUB-WORD
1573;WORD RECOGNITION;WORD-GRAPH
1574;WORD RECOGNITION;RECOGNITION-OF-HANDWRITTEN-WORDS
1575;WORD RECOGNITION;HANDWRITTEN-WORD
1576;WORD RECOGNITION;SUBWORD
1577;WORD RECOGNITION;CHARACTER-STRING-RECOGNITION
1578;WORD RECOGNITION;ISOLATED-FRENCH-WORD-RECOGNITION
1579;WORD RECOGNITION;HANDWRITTEN-ENGLISH-WORD-RECOGNITION
1580;WORD RECOGNITION;SINGLE-WORD-RECOGNITION
1581;WORD RECOGNITION;HANDWRITTEN-WORDS
1582;WORD RECOGNITION;WORD-LEVEL
1583;WORD RECOGNITION;CITY-NAME-RECOGNITION
1584;WORD RECOGNITION;CONTEXTUAL-WORD-MODEL
1585;WORD RECOGNITION;WORD-SIMILARITY
1586;WORD RECOGNITION;PARTIAL-WORDS
1587;WORD RECOGNITION;HANDWRITING-WORD-RECOGNITION
1588;WORD RECOGNITION;OFFLINE-WORD-RECOGNITION
1589;WORD RECOGNITION;BAG-OF-WORDS
1590;WORD RECOGNITION;WORD-CLASS-MODELS
1591;WORD RECOGNITION;HANDWRITTEN-WORDS-RECOGNITION
1592;WORD RECOGNITION;WORD-GRAPH-GENERATION-COST
1593;WORD RECOGNITION;WORD-GRAPH-SIZE
1594;WORD RECOGNITION;WORD-BASED-HANDWRITING-RECOGNITION
1595;WORD RECOGNITION;LEVENSHTEIN-DISTANCE
1596;WORD RECOGNITION;WORD-SHAPE-TOKEN
1597;WORD RECOGNITION;VISUAL-WORD-DENSITY
1598;WORD RECOGNITION;HANDWRITTEN-WORD-RECOGNIZER
1599;WORD RECOGNITION;UNCONSTRAINED-HANDWRITTEN-WORD
1600;WORD RECOGNITION;WORD-SYNTHESIS
1601;WORD RECOGNITION;NON-KEYWORD-REJECTION
1602;WORD RECOGNITION;HANDPRINTED-WORD
1603;WORD RECOGNITION;INTELLIGENT-WORD-RECOGNITION
1604;WORD RECOGNITION;OFFLINE-HOLISTIC-WORD-RECOGNITION
1605;WORD RECOGNITION;BAG-OF-VISUAL-WORDS
1606;WORD RECOGNITION;OFF-LINE-WORD-RECOGNITION
1607;WORD RECOGNITION;HANDWRITTEN-WORD-ATTRIBUTES
1608;WORD RECOGNITION;CURSIVE-OFFLINE-HANDWRITING
1609;WORD RECOGNITION;NAMED-ENTITY-RECOGNITION
1610;WORD RECOGNITION;WORD-CONFIDENCE-SCORE
1611;WORD RECOGNITION;GRAPH-REPRESENTATION-FOR-WORDS
1612;WORD RECOGNITION;CANDIDATE-ADDRESS-WORD
1613;WORD RECOGNITION;ENGLISH-WORD-RECOGNITION
1614;WORD RECOGNITION;WORD-SPACING
1615;WORD RECOGNITION;WORD
1616;WORD RECOGNITION;WORD-BASE-RECOGNITION
1617;WORD RECOGNITION;OFF-LINE-HANDWRITTEN-WORD-RECOGNITION
1618;WORD RECOGNITION;WORD-ATTRIBUTES
1619;WORD RECOGNITION;WORD-HOLISTIC-ANALYSIS
1620;WORD RECOGNITION;HANDWRITTEN-UYGHUR-WORD-RECOGNITION
1621;WORD RECOGNITION;HANDWRITTEN-WORD-RECOGNITION-(HWR)
1622;WORD RECOGNITION;WORD-AND-NON-WORD
1623;WORD RECOGNITION;OFFLINE-HANDWRITTEN-WORD-RECOGNITION
1624;WORD RECOGNITION;BAG-OF-VISUAL-WORD
1625;WORD RECOGNITION;WHOLE-WORD-APPROACH
1626;WORD RECOGNITION;WRITER-DEPENDENT-OFFLINE-SUBWORD-RECOGNITION
1627;WORD RECOGNITION;COMPARISON-OF-WORDS
1628;WORD RECOGNITION;WORDS
1629;WORD RECOGNITION;HAND-WRITING-RECOGNITION(HWR)
1630;WORD RECOGNITION;INTELLIGENT-WORD-RECOGNITION-ETC
1631;WORD RECOGNITION;HANDPRINTED-WORDS
1632;WORD RECOGNITION;OFF-LINE-CURSIVE-HANDWRITING
1633;WORD RECOGNITION;CURSIVE-HANDWRITTEN
1634;WORD RECOGNITION;WORD-CLASSIFICATION
1635;WORD RECOGNITION;HANDWRITTEN-WORD-IMAGES
1636;WORD RECOGNITION;UIGHUR-WORD
1637;WORD RECOGNITION;INTER-WORD
1638;WORD RECOGNITION;INTRA-WORD
1639;SIGNATUR VERIFICATION;SIGNATURE-VERIFICATION
1640;SIGNATUR VERIFICATION;SIGNATURE-IDENTIFICATION
1641;SIGNATUR VERIFICATION;SIGNATURE-RECOGNITION-CELL-CELL-ADHESION-SELECTIVE-ATTENTION
1642;SIGNATUR VERIFICATION;HANDWRITTEN-SIGNATURE-VERIFICATION
1643;SIGNATUR VERIFICATION;WRITER-INDEPENDENT
1644;SIGNATUR VERIFICATION;OFF-LINE-SIGNATURE-VERIFICATION
1645;SIGNATUR VERIFICATION;HANDWRITTEN-SIGNATURE
1646;SIGNATUR VERIFICATION;TRACE-COPY-FORGERY
1647;SIGNATUR VERIFICATION;VERIFICATION-OF-SIGNATURE
1648;SIGNATUR VERIFICATION;SIGNATURE
1649;SIGNATUR VERIFICATION;SKILLED-FORGERIES
1650;SIGNATUR VERIFICATION;SIGNATURES
1651;SIGNATUR VERIFICATION;OFFLINE-SIGNATURE
1652;SIGNATUR VERIFICATION;OFF-LINE-HANDWRITTEN-SIGNATURE-VERIFICATION
1653;SIGNATUR VERIFICATION;SIGNATURE-RECOGNITION
1654;SIGNATUR VERIFICATION;SAMPLE-SIGNATURE-AND-AVERAGE-SIGNATURE
1655;SIGNATUR VERIFICATION;FORGERY
1656;SIGNATUR VERIFICATION;OFF-LINE-SIGNATURE
1657;SIGNATUR VERIFICATION;WRITER-DEPENDENT
1658;SIGNATUR VERIFICATION;DYNAMIC-FEATURES
1659;SIGNATUR VERIFICATION;OFF-LINE-VERIFICATION
1660;SIGNATUR VERIFICATION;OFF-LINE-SIGNATURE-ANALYSIS
1661;SIGNATUR VERIFICATION;SIGNATURE-IDENTIFICATION-AND-VERIFICATION
1662;SIGNATUR VERIFICATION;WRITER-IDENTIFICATION-AND-VERIFICATION
1663;SIGNATUR VERIFICATION;HANDWRITTEN-SIGNATURES-VERIFICATION
1664;SIGNATUR VERIFICATION;OFFLINE-HANDWRITTEN-SIGNATURE
1665;SIGNATUR VERIFICATION;HANDWRITTEN-SIGNATURES
1666;SIGNATUR VERIFICATION;HANDWRITTEN-SIGNATURE-RECOGNITION
1667;SIGNATUR VERIFICATION;OFF-LINE-HANDWRITTEN-SIGNATURE
1668;SIGNATUR VERIFICATION;FORGERIES
1669;SIGNATUR VERIFICATION;GENUINE
1670;SIGNATUR VERIFICATION;SIGNATURE-EVALUATION
1671;SIGNATUR VERIFICATION;OFFLINE-SIGNATURE-VERIFICATION
1672;SIGNATUR VERIFICATION;WRITER-INDEPENDENT-PARAMETERS
1673;SIGNATUR VERIFICATION;DYNAMIC-SIGNATURE
1674;SIGNATUR VERIFICATION;AUTOMATIC-SIGNATURE-VERIFICATION
1675;SIGNATUR VERIFICATION;OFFLINE-AND-ONLINE-HANDWRITTEN-SIGNATURE
1676;SIGNATUR VERIFICATION;OFFLINE-(STATIC)-SIGNATURE
1677;SIGNATUR VERIFICATION;WRITER-INDEPENDENT-FEATURES
1678;SIGNATUR VERIFICATION;ONE-CLASS-CLASSIFIERS
1679;SIGNATUR VERIFICATION;RANDOM-FORGERIES
1680;SIGNATUR VERIFICATION;SIGNATURE-FORGERY
1681;SIGNATUR VERIFICATION;OFFLINE-SIGNATURE-VERIFICATION-SYSTEMS
1682;SIGNATUR VERIFICATION;WRITER-DEPENDENT-APPROACH
1683;SIGNATUR VERIFICATION;WRITER-INDEPENDENT-APPROACH
1684;SIGNATUR VERIFICATION;HANDWRITING-SIGNATURE
1685;SIGNATUR VERIFICATION;WRITER-INDEPENDENT-SIGNATURE-VERIFICATION
1686;SIGNATUR VERIFICATION;SIGNATURE-PRESSURE-VARIATION
1687;SIGNATUR VERIFICATION;OFFLINE-HANDWRITTEN-SIGNATURE-VERIFICATION-SYSTEM
1688;SIGNATUR VERIFICATION;OFFLINE-SIGNATURE-RECOGNITION
1689;SIGNATUR VERIFICATION;WRITER-INDEPENDENT-SYSTEMS
1690;SIGNATUR VERIFICATION;ELECTRONIC-SIGNATURE
1691;SIGNATUR VERIFICATION;SIGNATURE-STYLE
1692;SIGNATUR VERIFICATION;WRITER-INDEPENDENT-OFFLINE-SIGNATURE-VERIFICATION-SYSTEM
1693;SIGNATUR VERIFICATION;ONE-CLASS-CLASSIFICATION
1694;SIGNATUR VERIFICATION;WRITER-INDEPENDENT-OFF-LINE-SIGNATURE-VERIFICATION
1695;SIGNATUR VERIFICATION;STATIC-HANDWRITTEN-SIGNATURE
1696;SIGNATUR VERIFICATION;OFFLINE-HANDWRITTEN-SIGNATURE-VERIFICATION
1697;SIGNATUR VERIFICATION;INDEX-TERMS---OFFLINE-HANDWRITTEN-SIGNATURE-VERIFICATION
1698;SIGNATUR VERIFICATION;HANDWRITING-SIGNATURE-ANALYSIS
1699;SIGNATUR VERIFICATION;WRITTEN-DEPENDENT-(WD)
1700;SIGNATUR VERIFICATION;WRITTEN-INDEPENDENT-(WI)
1701;SIGNATUR VERIFICATION;HANDWRITING-SIGNATURE-VERIFICATION
1702;SIGNATUR VERIFICATION;SIGNATURE-AUTHENTICATION
1703;SIGNATUR VERIFICATION;SNAKE-MODEL
1704;SIGNATUR VERIFICATION;HANWRITTEN-SIGNATURE-VERIFICATION
1705;ARABIC TEXT RECOGNITION;ARABIC-CHARACTERS
1706;ARABIC TEXT RECOGNITION;ARABIC-CURSIVE-CHARACTERS
1707;ARABIC TEXT RECOGNITION;ARABIC-HANDWRITING-RECOGNITION
1708;ARABIC TEXT RECOGNITION;FARSI/ARABIC-HANDWRITTING-RECOGNITION
1709;ARABIC TEXT RECOGNITION;ARABIC-OCR
1710;ARABIC TEXT RECOGNITION;DATABASES-OF-ARABIC-HANDWRITTING
1711;ARABIC TEXT RECOGNITION;PERSIAN-HANDWRITTEN-DIGIT-RECOGNITION
1712;ARABIC TEXT RECOGNITION;ARABIC
1713;ARABIC TEXT RECOGNITION;FARSI-HANDWRITTEN-WORD
1714;ARABIC TEXT RECOGNITION;ARABIC-CHARACTER-RECOGNITION
1715;ARABIC TEXT RECOGNITION;RECOGNITION-OF-ARABIC-CHARACTERS
1716;ARABIC TEXT RECOGNITION;FARSI
1717;ARABIC TEXT RECOGNITION;ARABIC-NUMERAL
1718;ARABIC TEXT RECOGNITION;ARABIC-HANDWRITING
1719;ARABIC TEXT RECOGNITION;IFN/ENIT-DATABASE
1720;ARABIC TEXT RECOGNITION;FARSI-NUMERAL-RECOGNITION
1721;ARABIC TEXT RECOGNITION;ARABIC-SCRIPT
1722;ARABIC TEXT RECOGNITION;ARABIC-(INDIAN)-NUMERAL-RECOGNITION
1723;ARABIC TEXT RECOGNITION;ARABIC-DIGITS
1724;ARABIC TEXT RECOGNITION;ARABIC-HANDWRITTEN-TEXT-RECOGNITION
1725;ARABIC TEXT RECOGNITION;OFF-LINE-FARSI/ARABIC-HANDWRITTEN-WORD-RECOGNITION
1726;ARABIC TEXT RECOGNITION;PERSIAN/ARABIC-NUMERAL-RECOGNITION
1727;ARABIC TEXT RECOGNITION;FARSI/ARABIC-LANGUAGES
1728;ARABIC TEXT RECOGNITION;ONLINE-ARABIC-HANDWRITING-RECOGNITION
1729;ARABIC TEXT RECOGNITION;ARABIC-CARACTER-RECOGNITION
1730;ARABIC TEXT RECOGNITION;ARABIC-(INDIAN)-DIGITS
1731;ARABIC TEXT RECOGNITION;RECOGNITION-OF-HANDWRITTEN-ARABIC-NUMERALS
1732;ARABIC TEXT RECOGNITION;ARABIC-DIGIT-RECOGNITION
1733;ARABIC TEXT RECOGNITION;OFFLINE-ARABIC-HANDWRITTEN-WORD-RECOGNITION
1734;ARABIC TEXT RECOGNITION;ARABIC-WORDS
1735;ARABIC TEXT RECOGNITION;ARABIC-WORD-RECOGNITION
1736;ARABIC TEXT RECOGNITION;FARSI/ARABIC-HANDWRITINGS-RECOGNITION
1737;ARABIC TEXT RECOGNITION;ISOLATED-ARABIC-HAND-WRITTEN-CHARACTERS
1738;ARABIC TEXT RECOGNITION;ARABIC-HANDWRITTEN-WORD
1739;ARABIC TEXT RECOGNITION;ARABIC-HANDWRITING-SEGMENTATION
1740;ARABIC TEXT RECOGNITION;OFF-LINE-ARABIC-HANDWRITING-RECOGNITION
1741;ARABIC TEXT RECOGNITION;PERSIAN-HANDWRITTEN-DIGITS-RECOGNITION
1742;ARABIC TEXT RECOGNITION;PERSIAN-HANDWRITING
1743;ARABIC TEXT RECOGNITION;ARABIC-HANDWRITTEN-WORD-RECOGNITION
1744;ARABIC TEXT RECOGNITION;ARABIC-CHARACTER
1745;ARABIC TEXT RECOGNITION;ARABIC-HANDWRITTEN-CHARACTERS-RECOGNITION
1746;ARABIC TEXT RECOGNITION;RECOGNITION-OF-PERSIAN-NUMBERS
1747;ARABIC TEXT RECOGNITION;LATIN-AND-ARABIC-HANDWRITING-RECOGNITION
1748;ARABIC TEXT RECOGNITION;ARABIC-TEXT-RECOGNITION
1749;ARABIC TEXT RECOGNITION;OFF-LINE-ARABIC-HANDWRITTEN-RECOGNITION
1750;ARABIC TEXT RECOGNITION;WRITTEN-ARABIC-LANGUAGE
1751;ARABIC TEXT RECOGNITION;ARABIC-HANDWRITTEN-TEXT-IMAGE
1752;ARABIC TEXT RECOGNITION;ON-LINE-ARABIC-HANDWRITING-RECOGNITION
1753;ARABIC TEXT RECOGNITION;ARABIC-TEXT/WORD-RECOGNITION
1754;ARABIC TEXT RECOGNITION;ARABIC-PERSONAL-NAMES
1755;ARABIC TEXT RECOGNITION;RWTH-ARABIC-HANDWRITING-RECOGNITION-SYSTEM
1756;ARABIC TEXT RECOGNITION;PERSIAN-HANDWRITTEN-RECOGNITION
1757;ARABIC TEXT RECOGNITION;ARABIC-TEXT
1758;ARABIC TEXT RECOGNITION;ONLINE-ARABIC-RECOGNITION-SYSTEM
1759;ARABIC TEXT RECOGNITION;ARABIC-HANDWRITTEN-RECOGNITION
1760;ARABIC TEXT RECOGNITION;ARABIC-OFFLINE-HANDWRITTEN
1761;ARABIC TEXT RECOGNITION;ARABIC-HISTORICAL-DOCUMENT
1762;ARABIC TEXT RECOGNITION;ONLINE-ARABIC-CHARACTER-RECOGNITION
1763;ARABIC TEXT RECOGNITION;PERSIAN
1764;ARABIC TEXT RECOGNITION;ARABIC-RECOGNITION
1765;ARABIC TEXT RECOGNITION;PERSIAN-AND-ARABIC-SCRIPTS
1766;ARABIC TEXT RECOGNITION;HISTORICAL-ARABIC-HANDWRITING
1767;ARABIC TEXT RECOGNITION;HANDWRITTEN-ARABIC-WORD
1768;ARABIC TEXT RECOGNITION;PERSIAN-CHARACTER-RECOGNITION
1769;ARABIC TEXT RECOGNITION;ARABIC-HANDWRITTEN-WORDS
1770;ARABIC TEXT RECOGNITION;ARABIC-AND-FRENCH-WORDS
1771;ARABIC TEXT RECOGNITION;ARABIC-HANDWRITTEN-TEXT-DATABASE
1772;ARABIC TEXT RECOGNITION;ARABIC-WORD-MODELING
1773;ARABIC TEXT RECOGNITION;ARABIC-HANDWRITTEN-DOCUMENTS
1774;ARABIC TEXT RECOGNITION;PERSIAN/ARABIC-CHARACTER-RECOGNITION
1775;ARABIC TEXT RECOGNITION;ARABIC-LANGUAGE-FEATURES
1776;ARABIC TEXT RECOGNITION;PERSIAN-CHECK-PROCESSING
1777;ARABIC TEXT RECOGNITION;PERSIAN-ISOLATED-DIGIT-RECOGNITION
1778;ARABIC TEXT RECOGNITION;ARABIC-CHARACTERS-PATTERN
1779;ARABIC TEXT RECOGNITION;ARABIC-CHARACTERS-RECOGNITION
1780;ARABIC TEXT RECOGNITION;HANDWRITTEN-ARABIC
1781;ARABIC TEXT RECOGNITION;FARSI-HANDWRITTEN-RECOGNITION
1782;ARABIC TEXT RECOGNITION;ARABIC-TEXT-HANDWRITTEN
1783;ARABIC TEXT RECOGNITION;FARSI-PERSIAN-ARABIC-SUBWORD
1784;ARABIC TEXT RECOGNITION;IBN-SINA-DATABASE
1785;ARABIC TEXT RECOGNITION;PERSIAN-HANDWRITTEN-DIGITS
1786;ARABIC TEXT RECOGNITION;PERSIAN-HANDWRITTEN-WORD-RECOGNITION
1787;ARABIC TEXT RECOGNITION;MODIFIED-ARABIC-SCRIPTS
1788;ARABIC TEXT RECOGNITION;ARABIC-LANGUAGE
1789;ARABIC TEXT RECOGNITION;ARABIC-SCRIPTS
1790;ARABIC TEXT RECOGNITION;FARSI/ARABIC-HANDWRITTEN-OCR
1791;ARABIC TEXT RECOGNITION;PERSIAN-OCR
1792;ARABIC TEXT RECOGNITION;ARABIC-ALPHABET
1793;ARABIC TEXT RECOGNITION;--ARABIC-NUMERAL-RECOGNITION
1794;ARABIC TEXT RECOGNITION;ARABIC-IDENTIFICATION
1795;ARABIC TEXT RECOGNITION;ARABIC-SUB-WORD
1796;ARABIC TEXT RECOGNITION;ISOLATED-PERSIAN-CHARACTER
1797;ARABIC TEXT RECOGNITION;ARABIC-HANDWRITTEN-LETTERS
1798;ARABIC TEXT RECOGNITION;PERSIAN/ARABIC-OCR
1799;ARABIC TEXT RECOGNITION;HANDWRITTEN-ARABIC-NUMERAL-RECOGNITION
1800;ARABIC TEXT RECOGNITION;HANDWRITTEN-FARSI-DIGITS
1801;ARABIC TEXT RECOGNITION;PERSIAN-HANDWRITING-RECOGNITION
1802;ARABIC TEXT RECOGNITION;PERSIAN-WRITER-RECOGNITION
1803;ARABIC TEXT RECOGNITION;HANDWRITTEN-ARABIC-WORD-RECOGNITION
1804;ARABIC TEXT RECOGNITION;ARABIC-HANDWRITING-RECOGNITION-SYSTEM
1805;ARABIC TEXT RECOGNITION;HANDWRITTEN-ARABIC-CHARACTER-RECOGNITION-(HACR)
1806;ARABIC TEXT RECOGNITION;ARABIC-DIGIT
1807;ARABIC TEXT RECOGNITION;ARABIC-HANDWRITTEN-SCRIPT
1808;ARABIC TEXT RECOGNITION;ARABIC-HANDWRITTEN
1809;ARABIC TEXT RECOGNITION;ARABIC-ONLINE-HANDWRITING-DATABASES
1810;ARABIC TEXT RECOGNITION;ARABIC-ONLINE-HANDWRITING-RECOGNITION
1811;ARABIC TEXT RECOGNITION;PERSIAN-ALPHABET
1812;ARABIC TEXT RECOGNITION;PERSIAN-DATE
1813;ARABIC TEXT RECOGNITION;PERSIAN-HANDWRITING-DATABASE
1814;ARABIC TEXT RECOGNITION;PERSIAN-OFFLINE-RECOGNITION
1815;ARABIC TEXT RECOGNITION;UNCONSTRAINED-PERSIAN-HANDWRITING-RECOGNITION
1816;ARABIC TEXT RECOGNITION;IFN/ENIT-DATABASES
1817;ARABIC TEXT RECOGNITION;ARABIC-HANDWRITTEN-LETTER-RECOGNITION-(AHLR)
1818;ARABIC TEXT RECOGNITION;ARABIC-HANDWRITTEN-CHARACTER
1819;ARABIC TEXT RECOGNITION;IFN/ENIT
1820;ARABIC TEXT RECOGNITION;ISOLATED-HANDWRITTEN-ARABIC-CHARACTER
1821;ARABIC TEXT RECOGNITION;OFFLINE-ARABIC-HANDWRITING-RECOGNITION
1822;ARABIC TEXT RECOGNITION;PERSIAN-HANDWRITTEN-DATABASE
1823;ARABIC TEXT RECOGNITION;PERSIAN-DIGITS
1824;ARABIC TEXT RECOGNITION;NEW-ARABIC-DATABASE
1825;ARABIC TEXT RECOGNITION;ARABIC-OFFLINE-HANDWRITTEN-RECOGNITION
1826;ARABIC TEXT RECOGNITION;ARABIC/FARSI-HANDWRITTEN-DIGIT-RECOGNITION
1827;ARABIC TEXT RECOGNITION;ARABIC-OPTICAL-CHARACTER-RECOGNITION(AOCR)
1828;ARABIC TEXT RECOGNITION;OFFLINE-ARABIC-HANDWRITTEN-RECOGNITION
1829;ARABIC TEXT RECOGNITION;ARABIC-NUMBERALS
1830;ARABIC TEXT RECOGNITION;ARABIC-SUB-CORE-SHAPES
1831;ARABIC TEXT RECOGNITION;PERSIAN-HANDWRITTEN-CHARACTER-RECOGNITION
1832;ARABIC TEXT RECOGNITION;ARABIC-NUMERALS
1833;ARABIC TEXT RECOGNITION;ARABIC-HANDWRITINGS
1834;ARABIC TEXT RECOGNITION;HANDWRITTEN-INDIAN-(ARABIC)-NUMBERS
1835;ARABIC TEXT RECOGNITION;FARSI/ARABIC-HANDWRITTEN-DIGIT-RECOGNITION
1836;ARABIC TEXT RECOGNITION;PERSIAN-HANDWRITTEN-NUMBER
1837;ARABIC TEXT RECOGNITION;HANDWRITTEN-ARABIC-CHEATERS-RECOGNITION
1838;ARABIC TEXT RECOGNITION;ARABIC-HAND-WRITTEN-TEXT
1839;ARABIC TEXT RECOGNITION;ONLINE-ARABIC-HANDWRITING
1840;ARABIC TEXT RECOGNITION;ON-LINE-HANDWRITING-ARABIC-WORD-RECOGNITION-SEGMENTATION-FREE
1841;ARABIC TEXT RECOGNITION;OFF-LINE-RECOGNITION-OF-ARABIC-HANDWRITING
1842;ARABIC TEXT RECOGNITION;ARABIC-HANDWRITTEN-CHARACTER-RECOGNITION
1843;ARABIC TEXT RECOGNITION;ARABIC-NAMES-RECOGNITION
1844;ARABIC TEXT RECOGNITION;OFFLINE-AND-ONLINE-ARABIC-HANDWRITTEN-TEXT-RECOGNITION
1845;ARABIC TEXT RECOGNITION;TIFINAGH-CHARACTERS
1846;ARABIC TEXT RECOGNITION;HANDWRITTEN-ARABIC-TEXT
1847;ARABIC TEXT RECOGNITION;ARABIC-ONLINE-DIGIT-RECOGNITION
1848;ARABIC TEXT RECOGNITION;ARABIC-LEGAL-AMOUNTS-RECOGNITION
1849;ARABIC TEXT RECOGNITION;DATABASE-IFN/ENIT
1850;ARABIC TEXT RECOGNITION;ARABIC-CROPPING-DATABASE-HANDWRITTEN-WORD-ARABIC-DIGITS
1851;ARABIC TEXT RECOGNITION;OFFLINE-ARABIC-HANDWRITTING-RECOGNITION
1852;ARABIC TEXT RECOGNITION;OFFLINE-ARABIC-DATABASE
1853;ARABIC TEXT RECOGNITION;OFFLINE-ARABIC-HANDWRITTEN-WORDS-RECOGNITION
1854;ARABIC TEXT RECOGNITION;ARABIC-CALLIGRAPHY
1855;ARABIC TEXT RECOGNITION;ARABIC-MANUSCRIPTS
1856;ARABIC TEXT RECOGNITION;HANDWRITTEN-ARABIC-WORDS-RECOGNITION
1857;ARABIC TEXT RECOGNITION;PART-OF-ARABIC-WORD
1858;ARABIC TEXT RECOGNITION;ARABIC-HANDWRITTEN-CHARACTERS
1859;ARABIC TEXT RECOGNITION;ARABIC-HANDWRITTEN-MATHEMATICAL-SYMBOLS-RECOGNITION
1860;ARABIC TEXT RECOGNITION;ARABIC-SCRIPT-IDENTIFICATION
1861;ARABIC TEXT RECOGNITION;HANDWRITTEN-ARABIC-DOCUMENT
1862;ARABIC TEXT RECOGNITION;PERSIAN-HANDWRITTEN
1863;ARABIC TEXT RECOGNITION;PERSIAN-HANDWRITTEN-NUMERAL-RECOGNITION
1864;ARABIC TEXT RECOGNITION;ARABIC-HANDWRITTEN-MATHEMATICAL-EXPRESSION
1865;ARABIC TEXT RECOGNITION;HANDWRITTEN-ARABIC-NUMBER
1866;ARABIC TEXT RECOGNITION;HANDWRITTEN-TEXT-ARABIC
1867;ARABIC TEXT RECOGNITION;ARABIC-(INDIAN)-HANDWRITTEN-RECOGNITION
1868;ARABIC TEXT RECOGNITION;HANDWRITTEN-ARABIC-RECOGNITION
1869;ARABIC TEXT RECOGNITION;ARABIC-DATASETS
1870;ARABIC TEXT RECOGNITION;ARABIC-DATABASE
1871;ARABIC TEXT RECOGNITION;OPEN-LEXICON-ARABIC-WORD-RECOGNITION
1872;ARABIC TEXT RECOGNITION;HANDWRITTEN-TIFINAGH-CHARACTERS
1873;ARABIC TEXT RECOGNITION;PERSIAN-HANDWRITTEN-DOCUMENTS
1874;ARABIC TEXT RECOGNITION;HANDWRITTEN-ARABIC-DOCUMENTS
1875;ARABIC TEXT RECOGNITION;ARABIC-LETTER-CHARACTER
1876;ARABIC TEXT RECOGNITION;ARABIC-HANDWRITTEN-WORD-RECOGNITION-(AHWR)
1877;ARABIC TEXT RECOGNITION;ISOLATED-ARABIC-ALPHABET
1878;ARABIC TEXT RECOGNITION;FARSI/PERSIAN/ARABIC-HANDWRITING-RECOGNITION
1879;ARABIC TEXT RECOGNITION;RECOGNITION-OF-THE-HANDWRITTEN-ARABIC-WORDS
1880;ARABIC TEXT RECOGNITION;RECOGNITION-OF-PERSIAN-HANDWRITTEN-LETTERS
1881;ARABIC TEXT RECOGNITION;ARABIC-CHARACTER-SEGMENTATION
1882;ARABIC TEXT RECOGNITION;ARABIC-WORDS-DATABASE
1883;ARABIC TEXT RECOGNITION;DATA-MINING-OFARABIC-DOCUMENTS
1884;ARABIC TEXT RECOGNITION;FEATURE-EXTRACTION-OFARABIC-TEXT.
1885;ARABIC TEXT RECOGNITION;SEGMENTATION-OF-HISTORICAL-ARABIC-HANDWRITTEN-DOCUMENTS
